date,name,type,moving_time_s,elapsed_time_s,distance_m,elevation_m,calories,training_load,intensity,avg_hr,max_hr,avg_power_w,np_w,source,load_method,strava_id
2022-01-25,Run / X (12k variati 🙃),Run,2938,2938,12011.5,40.0,848,72,,165,,,,strava_backfill,trimp_hr,6578684503
2022-01-26,Morning Ride,VirtualRide,3360,3360,36173.5,0,781,54,,,,233,,strava_backfill,durata,6583029458
2022-01-26,Lunch Swim,Swim,2151,2573,2000.0,0,400,25,,143,,,,strava_backfill,trimp_hr,6584212050
2022-01-27,Bike / X (Ora di libertà e salite dure in Pegeaut),Ride,3689,3708,22801.1,531.0,612,48,,127,,165,,strava_backfill,trimp_hr,6589401944
2022-01-28,Run / X (Porticati e San Luca),Run,3585,4037,13007.7,231.0,942,78,,159,,,,strava_backfill,trimp_hr,6593947672
2022-01-30,Run / X (Val di Mello Winter Trail),Run,3145,3149,10717.0,261.0,835,77,,165,,,,strava_backfill,trimp_hr,6603578848
2022-01-31,Afternoon Ride,VirtualRide,3579,3579,38131.4,0,822,57,,,,230,,strava_backfill,durata,6610725996
2022-02-01,Lunch Run,Run,3362,3371,12011.2,35.0,846,58,,147,,,,strava_backfill,trimp_hr,6614212992
2022-02-02,Lunch Swim,Swim,2122,2546,2000.0,0,400,17,,120,,,,strava_backfill,trimp_hr,6619649239
2022-02-02,Evening Ride,VirtualRide,3457,3457,37243.0,0,802,55,,,,232,,strava_backfill,durata,6621322946
2022-02-03,Run / X (Fartlek 15*1'),Run,2324,2324,9441.2,28.0,662,62,,169,,,,strava_backfill,trimp_hr,6624558622
2022-02-04,Bike / X (Selvino test),Ride,4606,4660,33744.5,847.0,1229,87,,145,,242,,strava_backfill,trimp_hr,6629726098
2022-02-05,Run / X (The Lodetti Long),Run,6166,6169,23009.6,161.0,1683,148,,164,,,,strava_backfill,trimp_hr,6634011851
2022-02-06,Bike / X (Il gruppo delle salite tranquille...),Ride,14325,16436,101654.8,2057.0,3195,239,,139,,198,,strava_backfill,trimp_hr,6640025283
2022-02-07,Morning Run,Run,4058,4275,13615.4,262.0,1006,76,,151,,,,strava_backfill,trimp_hr,6643803318
2022-02-08,Lunch Run,Run,2404,2450,10013.3,50.0,708,57,,163,,,,strava_backfill,trimp_hr,6649670903
2022-02-09,Bike / X (Amazing afterwork),Ride,3559,3559,24752.8,484.0,770,61,,140,,202,,strava_backfill,trimp_hr,6656963178
2022-02-10,Morning Run,Run,3052,3055,10017.0,312.0,802,67,,159,,,,strava_backfill,trimp_hr,6659638406
2022-02-10,Lunch Ride,Ride,4973,5081,36319.4,799.0,1212,94,,145,,219,,strava_backfill,trimp_hr,6660756386
2022-02-11,Bike / X (Risvegli selvinesi),Ride,5364,5364,33841.0,803.0,1145,82,,135,,189,,strava_backfill,trimp_hr,6664798270
2022-02-11,Afternoon Ride,Ride,2544,2624,23636.1,25.0,591,43,,140,,106,,strava_backfill,trimp_hr,6667328257
2022-02-12,Morning Run,Hike,5858,6515,7822.7,675.6,743,41,,116,,,,strava_backfill,trimp_hr,6670548983
2022-02-13,Run / X (2° tappa regionale cross),Run,2213,2213,9490.8,74.0,677,63,,173,,,,strava_backfill,trimp_hr,6677505500
2022-02-14,Swim / X (Tonnaio di Stezzano 🐟),Swim,2945,3247,2525.0,0,512,31,,136,,,,strava_backfill,trimp_hr,6683147812
2022-02-15,Morning Run,Run,1574,1595,5268.4,146.0,420,34,,158,,,,strava_backfill,trimp_hr,6685806389
2022-02-15,Run / X (Comeback without Garmin),Run,1560,1560,5200.0,0,482,28,,,,,,strava_backfill,durata,6685935580
2022-02-16,Bike / X (Tra centrali geotermiche e il Tirli),Ride,21059,24163,180262.1,2322.0,4867,382,,143,,207,,strava_backfill,trimp_hr,6692126216
2022-02-17,Run / X (Vagare random per bruciare pizza),Run,3229,3616,11098.5,203.0,790,59,,150,,,,strava_backfill,trimp_hr,6695267798
2022-02-18,"Bike / X (Vetulonnia ""agile"")",Ride,4675,5233,37399.6,674.0,1207,96,,149,,233,,strava_backfill,trimp_hr,6701076023
2022-02-18,Run / X (Finitudine al vento),Run,3253,3364,12012.8,57.0,855,62,,152,,,,strava_backfill,trimp_hr,6701983122
2022-02-19,Bike / X (Finalmente a Siena),Ride,25210,29021,192127.0,2994.0,5455,420,,139,,192,,strava_backfill,trimp_hr,6709526851
2022-02-20,Bike / X (Fight for brioches ()🤤),Ride,6512,8054,45201.3,570.4,1055,104,,,,145,,strava_backfill,durata,6710341597
2022-02-21,Run / X (1*6km+2*1.5km),Run,2620,2850,11006.6,34.0,754,55,,157,,,,strava_backfill,trimp_hr,6716893067
2022-02-21,Bike / X (Quando non riesci a dormire perché Putin sta invadendo 🇺🇦),Ride,3717,3717,24377.6,502.0,928,55,,133,,225,,strava_backfill,trimp_hr,6718789375
2022-02-22,Afternoon Ride,Ride,3043,3394,18617.1,667.0,789,54,,142,,234,,strava_backfill,trimp_hr,6721808377
2022-02-23,Run / X (Lunghetto mattutino pre work),Run,5614,5678,20696.1,27.0,1517,143,,167,,,,strava_backfill,trimp_hr,6724790814
2022-02-23,Afternoon Swim,Swim,2526,2713,2200.0,0,440,24,,131,,,,strava_backfill,trimp_hr,6727555198
2022-02-24,Evening Activity,BackcountrySki,2070,9822,1982.8,436.0,190,7,,91,,,,strava_backfill,trimp_hr,6733405265
2022-02-25,Bike / X (Test Selvino - Così così),Ride,3318,3374,23759.1,651.0,937,79,,156,,258,,strava_backfill,trimp_hr,6735392718
2022-02-25,Lunch Ride,Ride,1470,1559,10581.0,184.0,248,21,,131,,143,,strava_backfill,trimp_hr,6735539964
2022-02-26,Afternoon Run,Run,4241,4346,15039.6,78.0,1060,72,,146,,,,strava_backfill,trimp_hr,6740804925
2022-02-27,Morning Ride,Ride,12060,13338,81793.6,1289.0,2220,181,,134,,160,,strava_backfill,trimp_hr,6745635720
2022-02-28,Bike / X (A vent'anni la vita è Oltre il Colle),Ride,16987,18268,116431.7,2496.0,3716,255,,134,,194,,strava_backfill,trimp_hr,6751265876
2022-03-01,Run / X (Chilling / 1),Run,3008,3144,10018.2,304.6,783,62,,156,,,,strava_backfill,trimp_hr,6755346201
2022-03-01,"Run / X (Call me Bergamo, WeRunBergamo)",Run,2963,5895,10102.9,183.0,749,58,,153,,,,strava_backfill,trimp_hr,6758574770
2022-03-02,Lunch Swim,Swim,2172,2619,2000.0,0,400,25,,143,,,,strava_backfill,trimp_hr,6760966583
2022-03-03,Lunch Run,Run,2587,2896,11011.0,39.0,777,71,,171,,,,strava_backfill,trimp_hr,6766001256
2022-03-04,Afternoon Ride,Ride,2849,3378,17563.8,536.0,617,52,,143,,183,,strava_backfill,trimp_hr,6772027703
2022-03-05,Bike / X (A Orezzo c'era la neve),Ride,7666,8056,57037.2,1053.0,1917,142,,144,,225,,strava_backfill,trimp_hr,6775164367
2022-03-06,"Run / X (Altro giorno, altra sofferenza)",Run,1597,1600,6745.7,44.0,457,35,,159,,,,strava_backfill,trimp_hr,6780913931
2022-03-06,Afternoon Ride,Ride,5323,5508,33981.3,816.0,1229,83,,136,,206,,strava_backfill,trimp_hr,6782422303
2022-03-08,Lunch Run,Run,4194,4437,15009.7,225.0,1114,88,,157,,,,strava_backfill,trimp_hr,6791667212
2022-03-09,Morning Ride,VirtualRide,3441,3441,37750.4,0,845,55,,,,246,,strava_backfill,durata,6795694555
2022-03-09,Afternoon Run,Run,2274,2284,9381.9,27.0,651,60,,169,,,,strava_backfill,trimp_hr,6798279192
2022-03-10,Lunch Run,Run,2889,2986,10273.4,157.0,721,49,,146,,,,strava_backfill,trimp_hr,6801876137
2022-03-10,Bike / X (McK 9*3'*300W),VirtualRide,3224,3224,35210.2,0,782,51,,,,243,,strava_backfill,durata,6803242759
2022-03-11,Lunch Ride,Ride,4888,5070,32973.8,922.0,1192,75,,135,,219,,strava_backfill,trimp_hr,6806908006
2022-03-12,Run / X (Finally good feelz 🥰),Run,3391,3391,15014.7,60.7,1020,82,,164,,,,strava_backfill,trimp_hr,6810571796
2022-03-12,Ski trash ♻️✨,Hike,2384,2683,2107.6,495.2,348,15,,112,,,,strava_backfill,trimp_hr,6815574112
2022-03-13,"Bike / X (Il sacro trittico, con calma) 🇺🇦",Ride,12821,13568,83647.0,2065.0,2733,201,,136,,188,,strava_backfill,trimp_hr,6816924707
2022-03-14,Run / X (Hamburger powered),Run,2656,2692,9588.1,30.0,678,47,,148,,,,strava_backfill,trimp_hr,6821205563
2022-03-14,Lunch Swim,Swim,2226,2372,2000.0,0,400,27,,146,,,,strava_backfill,trimp_hr,6822177895
2022-03-15,Lunch Run,Run,2286,2286,9315.0,27.0,635,49,,158,,,,strava_backfill,trimp_hr,6827451319
2022-03-16,Afternoon Ride,Ride,3756,4025,24708.1,470.0,797,58,,135,,187,,strava_backfill,trimp_hr,6834132707
2022-03-17,Lunch Run,Hike,3540,3593,6015.3,416.6,606,41,,132,,,,strava_backfill,trimp_hr,6837678942
2022-03-18,Morning Run,Run,2284,2329,7004.3,213.0,534,42,,150,,,,strava_backfill,trimp_hr,6841510975
2022-03-19,Afternoon Ride,Ride,2652,2652,22428.4,30.0,459,32,,123,,74,,strava_backfill,trimp_hr,6849542858
2022-03-20,Run / X (Mezza Maratona di Bergamo),Run,4882,4885,21249.8,114.0,1506,154,,178,,,,strava_backfill,trimp_hr,6852352699
2022-03-21,Lunch Swim,Swim,2381,2541,2100.0,0,420,26,,138,,,,strava_backfill,trimp_hr,6858575561
2022-03-22,Bike / X (Si torna fuori 🥰),Ride,3874,4025,38467.2,180.0,1013,80,,149,,222,,strava_backfill,trimp_hr,6862626018
2022-03-22,Lunch Run,Run,2147,2147,8013.8,24.0,578,45,,157,,,,strava_backfill,trimp_hr,6863866941
2022-03-23,Run / X (Pizzoccheri e San Vigilio),Run,3859,4091,14014.1,261.0,1099,98,,167,,,,strava_backfill,trimp_hr,6868214493
2022-03-24,Bike / X (Ma che venticello bello bello),Ride,4049,4074,24693.6,478.0,855,66,,138,,160,,strava_backfill,trimp_hr,6873676709
2022-03-24,Run / X (10*1' di dolore),Run,2640,2881,9608.1,273.0,707,54,,156,,,,strava_backfill,trimp_hr,6874475152
2022-03-25,Bike / X (Ganda Digestivo),Ride,3009,3464,18645.0,666.0,763,51,,140,,228,,strava_backfill,trimp_hr,6879884590
2022-03-25,Afternoon Ride,Ride,2706,2828,23780.4,35.0,485,34,,125,,95,,strava_backfill,trimp_hr,6880933398
2022-03-26,Bike / X (Tutte le salite +1 ✈️),Ride,19673,21394,119543.7,3207.0,4069,314,,137,,182,,strava_backfill,trimp_hr,6885322652
2022-03-27,Run / X (Scarico chiacchierato),Run,4892,4974,17007.9,57.0,1346,127,,168,,,,strava_backfill,trimp_hr,6889302858
2022-03-28,Lunch Swim,Swim,2177,2645,2000.0,0,400,18,,122,,,,strava_backfill,trimp_hr,6895716404
2022-03-29,Bike / X (2*13' frizzanti),Ride,4021,4021,40067.5,107.0,920,71,,142,,226,,strava_backfill,trimp_hr,6900617190
2022-03-29,Afternoon Run,Run,3410,3492,12500.4,48.0,862,53,,141,,,,strava_backfill,trimp_hr,6902072629
2022-03-30,Run / X (Variazioni varie svogliate),Run,2683,2690,11010.6,26.0,778,68,,167,,,,strava_backfill,trimp_hr,6907347141
2022-04-02,Bike / X (Ronde Van Vlaanderen),Ride,29874,32412,256367.8,2300.9,6585,439,,133,,198,,strava_backfill,trimp_hr,6920558951
2022-04-03,Afternoon Ride,Ride,1909,1973,14166.9,67.0,357,35,,143,,164,,strava_backfill,trimp_hr,6927651204
2022-04-05,Lunch Run,Run,2989,3132,10035.4,311.0,885,86,,173,,,,strava_backfill,trimp_hr,6934305420
2022-04-05,Afternoon Ride,Ride,3135,4207,18488.3,666.0,769,55,,141,,222,,strava_backfill,trimp_hr,6935861925
2022-04-06,Swim / X (Si torna a nuotare decentemente),Swim,2057,2470,2000.0,0,400,18,,124,,,,strava_backfill,trimp_hr,6939472189
2022-04-06,Evening Run,Run,4259,7112,15007.5,211.0,1095,78,,150,,,,strava_backfill,trimp_hr,6941973399
2022-04-07,Bike / X (Esplorazioni errate),Ride,4600,5558,46016.8,163.6,827,63,,130,,223,,strava_backfill,trimp_hr,6944377208
2022-04-08,Lunch Run,Run,3053,3073,11671.8,41.0,863,72,,163,,,,strava_backfill,trimp_hr,6948892762
2022-04-10,Run / X (Innovation Run),Run,2178,2178,10070.2,39.0,689,51,,163,,,,strava_backfill,trimp_hr,6958566555
2022-04-11,Morning Swim,Swim,2307,2408,2025.0,0,405,25,,139,,,,strava_backfill,trimp_hr,6963213423
2022-04-12,Bike / X (Partire presto e arrivare presto),Ride,9137,9777,91033.8,378.4,1879,162,,142,,228,,strava_backfill,trimp_hr,6971199019
2022-04-13,Morning Run,Run,3567,3879,12398.8,241.0,930,75,,157,,,,strava_backfill,trimp_hr,6973549877
2022-04-14,Afternoon Run,Run,4704,6438,7794.9,656.0,746,46,,117,,,,strava_backfill,trimp_hr,6981113319
2022-04-15,Bike X (Passione di Resinelli),Ride,20124,21371,155335.4,2523.0,4431,336,,139,,195,,strava_backfill,trimp_hr,6984850504
2022-04-16,Bike / X (The PP reunion),Ride,8945,10374,58656.8,1392.0,1891,146,,138,,186,,strava_backfill,trimp_hr,6990108340
2022-04-17,Run / X (4 volte al medio e si risorge),Run,3393,3458,14001.2,65.0,919,65,,152,,,,strava_backfill,trimp_hr,6994630744
2022-04-17,Morning Ride,Ride,3149,3725,18436.2,672.0,740,41,,127,,210,,strava_backfill,trimp_hr,6995235458
2022-04-18,Bike / X (Fight for grigliata),Ride,10516,36901,96053.0,451.0,1732,136,,127,,184,,strava_backfill,trimp_hr,7003247827
2022-04-19,Afternoon Run,Run,3675,3865,12474.5,243.0,894,50,,135,,,,strava_backfill,trimp_hr,7007786847
2022-04-20,Morning Swim,Swim,3626,3880,3100.0,0,620,34,,129,,,,strava_backfill,trimp_hr,7010667769
2022-04-20,Run / X (Sparatina cittadina),Run,2818,3107,10019.6,153.0,714,51,,149,,,,strava_backfill,trimp_hr,7013680168
2022-04-21,Afternoon Ride,Ride,4734,4875,33806.4,802.0,1179,88,,144,,224,,strava_backfill,trimp_hr,7018556729
2022-04-22,Lunch Ride,Ride,3446,3446,22649.2,613.0,829,65,,145,,213,,strava_backfill,trimp_hr,7022026914
2022-04-23,Run / X (Maro'),Run,2461,2461,10011.5,28.0,704,58,,163,,,,strava_backfill,trimp_hr,7026032792
2022-04-23,Afternoon Swim,Swim,2115,2519,1975.0,0,396,28,,151,,,,strava_backfill,trimp_hr,7027519711
2022-04-24,Morning Run,Run,5179,5403,17615.4,358.0,1432,127,,165,,,,strava_backfill,trimp_hr,7031806935
2022-04-25,Bike / X (Obbiettivo 3 ore 🎉✅),Ride,10730,11041,96570.5,1155.0,2835,226,,150,,240,,strava_backfill,trimp_hr,7037441332
2022-04-26,Bike / X (Crema Tour),Ride,8184,8953,83035.4,350.0,1425,106,,127,,236,,strava_backfill,trimp_hr,7044951795
2022-04-27,Run / X (Podcast contratto),Run,2850,3091,10011.3,145.0,721,48,,146,,,,strava_backfill,trimp_hr,7050065764
2022-04-29,Afternoon Run,Run,2182,2570,7159.0,43.0,545,38,,147,,,,strava_backfill,trimp_hr,7060567795
2022-04-29,Run / X (Ghent Tour ☀️),Run,2545,2774,9243.2,59.0,642,46,,149,,,,strava_backfill,trimp_hr,7060571166
2022-05-01,Run / X (Modul'air modulato),Run,4304,4352,17011.7,16.0,1217,100,,162,,,,strava_backfill,trimp_hr,7068979721
2022-05-02,Afternoon Ride,Ride,4124,4670,25391.7,491.0,716,51,,125,,167,,strava_backfill,trimp_hr,7076865636
2022-05-03,Lunch Run,Run,3250,3369,11633.6,313.0,889,72,,160,,,,strava_backfill,trimp_hr,7080647188
2022-05-03,Evening Ride,Ride,2615,2615,23419.4,40.0,446,31,,123,,101,,strava_backfill,trimp_hr,7082746393
2022-05-04,Morning Swim,Swim,2138,2571,2000.0,0,400,16,,115,,,,strava_backfill,trimp_hr,7085027769
2022-05-04,Bike / X (Brevemente a Brivio),Ride,4859,4908,48031.4,312.3,888,64,,128,,236,,strava_backfill,trimp_hr,7087751126
2022-05-05,Run / X (Fartlek 18x della Trucca),Run,2622,2661,10859.5,30.0,752,64,,165,,,,strava_backfill,trimp_hr,7091386371
2022-05-06,Bike / X (9*3'@310W ish),VirtualRide,3010,3010,33384.9,0,762,48,,,,253,,strava_backfill,durata,7096480447
2022-05-06,Afternoon Swim,Swim,2738,2857,2500.0,0,500,29,,138,,,,strava_backfill,trimp_hr,7098075985
2022-05-07,Bike / X (Provando a sciogliere la contrattura),Ride,7748,8180,62065.4,805.0,1791,141,,143,,206,,strava_backfill,trimp_hr,7100923687
2022-05-08,Morning Ride,Ride,6424,6867,37171.4,1319.0,1494,101,,136,,208,,strava_backfill,trimp_hr,7106727480
2022-05-09,Morning Swim,Swim,2071,2466,2000.0,0,400,17,,120,,,,strava_backfill,trimp_hr,7111709773
2022-05-09,Afternoon Ride,Ride,3539,3885,32479.7,353.0,634,46,,127,,226,,strava_backfill,trimp_hr,7114803261
2022-05-10,Bike / X (It's officially sedern-period),Ride,5329,5329,54035.5,309.0,1155,89,,139,,243,,strava_backfill,trimp_hr,7119888314
2022-05-10,Run / X (First brick killing brick),Run,2476,2492,10500.0,37.0,757,80,,179,,,,strava_backfill,trimp_hr,7119895030
2022-05-11,Lunch Swim,Swim,2164,2378,2000.0,0,400,20,,127,,,,strava_backfill,trimp_hr,7123995603
2022-05-12,Run / X (ZZZ-2),Run,2453,2557,8173.9,109.0,560,32,,132,,,,strava_backfill,trimp_hr,7128446456
2022-05-12,Evening Run,Run,2641,3146,9003.8,30.0,628,33,,130,,,,strava_backfill,trimp_hr,7131421090
2022-05-12,Run / X (Beer Mile),Run,87,87,432.8,1.0,21,1,,112,,,,strava_backfill,trimp_hr,7131809843
2022-05-13,Lunch Ride,Ride,4793,4907,34482.5,788.0,1171,83,,141,,219,,strava_backfill,trimp_hr,7134924021
2022-05-14,"Swim / X (E' sempre noioso, ma a volte un po' meno)",Swim,1996,2371,2000.0,0,400,12,,101,,,,strava_backfill,trimp_hr,7139111268
2022-05-14,Run / X (FINALLY 🤩🤩🤩🤩🤩),Run,3240,3250,14007.6,59.0,967,81,,166,,,,strava_backfill,trimp_hr,7139115133
2022-05-15,Run / X (Pre-Suchello),Run,1917,2031,5688.7,383.0,519,34,,148,,,,strava_backfill,trimp_hr,7144410338
2022-05-15,Morning Hike,Hike,11994,16198,12868.7,854.0,1002,35,,88,,,,strava_backfill,trimp_hr,7146185654
2022-05-16,Morning Swim,Swim,2538,2736,2350.0,0,470,16,,102,,,,strava_backfill,trimp_hr,7150461089
2022-05-17,Bike / X (Brick afoso),Ride,6286,6286,66499.9,331.0,1552,127,,148,,265,,strava_backfill,trimp_hr,7158532310
2022-05-17,Run / X (Rischiando un infarto ❤️‍🩹),Run,2742,2819,10019.1,139.0,748,63,,162,,,,strava_backfill,trimp_hr,7158537462
2022-05-18,Morning Swim,Swim,2026,2376,2000.0,0,400,16,,118,,,,strava_backfill,trimp_hr,7161375491
2022-05-18,Afternoon Run,Run,2890,2890,10008.7,30.0,639,34,,127,,,,strava_backfill,trimp_hr,7164102244
2022-05-19,Bike / X (Bossico afterwork),Ride,8755,10224,71682.0,1132.0,2060,126,,132,,211,,strava_backfill,trimp_hr,7169759690
2022-05-20,Afternoon Ride,Ride,5477,8747,38495.5,773.0,1254,69,,126,,203,,strava_backfill,trimp_hr,7175158980
2022-05-21,Run / X (The Stelvio Half Marathon),Run,7768,7809,20859.2,1532.0,2030,166,,158,,,,strava_backfill,trimp_hr,7177818410
2022-05-22,Bike / X (Colli da Vigolo sempre top),Ride,15293,17132,113943.8,1971.0,3411,202,,128,,198,,strava_backfill,trimp_hr,7183753035
2022-05-24,Run / X (Ri-finire o ri-finirsi),Run,1926,2169,8007.1,23.0,539,31,,143,,,,strava_backfill,trimp_hr,7194353750
2022-05-25,Swim / X (The last dance),Swim,1871,2023,1750.0,0,350,11,,102,,,,strava_backfill,trimp_hr,7198683159
2022-05-25,Evening Ride,Ride,3799,6500,20390.4,655.0,747,50,,128,,171,,strava_backfill,trimp_hr,7201849652
2022-05-26,Lunch Run,Run,2520,3504,8814.1,228.0,620,39,,141,,,,strava_backfill,trimp_hr,7204879014
2022-05-27,Bike / X (Lo scarico infinito),Ride,3716,3748,29043.4,624.0,914,62,,139,,223,,strava_backfill,trimp_hr,7210286970
2022-05-29,Morning Swim,Swim,2131,2131,2011.4,0,426,15,,110,,,,strava_backfill,trimp_hr,7220941009
2022-05-29,Morning Ride,Ride,9733,9788,78554.4,1465.0,2286,169,,141,,209,,strava_backfill,trimp_hr,7220956371
2022-05-31,Morning Run,Run,3996,4218,13861.7,258.0,941,52,,132,,,,strava_backfill,trimp_hr,7230082785
2022-05-31,Afternoon Ride,Ride,5635,6320,40842.5,729.0,1054,81,,132,,180,,strava_backfill,trimp_hr,7232782500
2022-06-01,Evening Run,Run,3857,4707,7772.3,649.0,720,51,,133,,,,strava_backfill,trimp_hr,7238872030
2022-06-02,Bike / X (Gavia Mortirolo Classic with PP),Ride,20045,26540,127804.2,3588.0,4452,327,,138,,194,,strava_backfill,trimp_hr,7243131429
2022-06-04,Bike / X (Coppa Asteria quasi tutta),Ride,15667,18955,100745.0,2331.8,2847,261,,139,,171,,strava_backfill,trimp_hr,7252830009
2022-06-05,Run / X (Campionato Italiano Corsa Montagna e Accoppata),Run,4353,4359,11388.9,757.0,1211,103,,163,,,,strava_backfill,trimp_hr,7257916590
2022-06-06,Bike to work / 1 (Defaticamento on),Ride,5945,43964,48547.2,476.0,1212,69,,122,,179,,strava_backfill,trimp_hr,7265734223
2022-06-07,Bike / X (New Jersey Day - Polpacci Pelosi),Ride,8141,8669,58779.2,1375.0,1878,122,,134,,206,,strava_backfill,trimp_hr,7270690808
2022-06-08,Run / X (Provando a ritrovare le gambe),Run,2143,2243,7011.9,25.0,500,31,,137,,,,strava_backfill,trimp_hr,7273452502
2022-06-09,Evening Run,Run,343,370,1266.8,0,62,3,,115,,,,strava_backfill,trimp_hr,7284018681
2022-06-10,"Bike / X (Fuori dal mondo, di mattina)",Ride,7114,7595,42872.6,1415.0,1620,105,,133,,202,,strava_backfill,trimp_hr,7284023946
2022-06-11,Bike / X (Via Mala Malissimo - Vivione),Ride,20897,21945,157121.7,3207.4,4924,364,,141,,211,,strava_backfill,trimp_hr,7289843768
2022-06-12,"Bike / X (Festival Techno, Gin e laghetto di Valcanale)",Ride,9166,12315,69406.7,1133.0,2025,121,,128,,196,,strava_backfill,trimp_hr,7295916157
2022-06-14,Bike / X (After Work Colli 🤩),Ride,11110,11980,74645.1,1987.1,2660,185,,139,,214,,strava_backfill,trimp_hr,7308688876
2022-06-15,"Bike to work / 2 (Home, Work, Liuke, Finitudine, Home)",Ride,8766,43348,70604.2,687.0,1791,106,,124,,179,,strava_backfill,trimp_hr,7314193702
2022-06-16,Run / X (Si torna pian piano a correre),Run,3743,3921,13075.7,309.0,954,67,,149,,,,strava_backfill,trimp_hr,7316668908
2022-06-17,"Bike / X (Relax, podcast e Porecche)",Ride,4886,5140,33730.9,762.0,1043,72,,133,,188,,strava_backfill,trimp_hr,7322093076
2022-06-18,Bike / X (Un Gioco chiamato Maniva),Ride,26307,28260,203811.3,3495.0,5913,448,,140,,199,,strava_backfill,trimp_hr,7328449866
2022-06-19,Run / X (Ammazzando la noia e acclimatandosi),Run,2534,2866,9016.6,189.0,624,33,,133,,,,strava_backfill,trimp_hr,7334082728
2022-06-20,Bike / X (Afterwork Selvino + Podcast),Ride,8029,41383,61307.2,871.0,1610,100,,125,,176,,strava_backfill,trimp_hr,7340047382
2022-06-21,Bike / X (MTB non mi mancavi),Ride,6310,8001,26727.3,782.0,1012,69,,119,,126,,strava_backfill,trimp_hr,7346017630
2022-06-22,Bike / X (Test per Poli),Ride,5148,5820,35389.8,888.0,1201,71,,130,,209,,strava_backfill,trimp_hr,7351945421
2022-06-23,Bike / X (L'Alben di un nuovo giorno),Ride,7225,8959,43439.6,1079.0,1390,113,,136,,163,,strava_backfill,trimp_hr,7356900045
2022-06-24,Bike / X (Parafulmine al risveglio),Ride,8367,9375,40466.8,1535.4,1555,140,,139,,167,,strava_backfill,trimp_hr,7359379375
2022-06-25,Bike / X (Culmine di sderenatezza),Ride,14927,16021,108705.8,2345.4,3301,254,,140,,196,,strava_backfill,trimp_hr,7365184963
2022-06-25,Afternoon Ride,Ride,1,1,0,0,0,0,,,,,,strava_backfill,durata,7619174609
2022-06-26,Bike / X (Cavlera Sunday Perfection),Ride,6551,21021,26146.8,1232.0,1275,81,,125,,167,,strava_backfill,trimp_hr,7372179907
2022-06-28,Bike / X (Sellaronda solo per me),Ride,7744,8265,50591.1,1687.0,1926,144,,144,,223,,strava_backfill,trimp_hr,7380099484
2022-06-29,Bike / X (Fedaia Malga Ciape-la-pioggia?),Ride,12588,13365,81426.1,2406.0,2976,224,,142,,212,,strava_backfill,trimp_hr,7388161017
2022-06-30,Bike / X (Falzarego con l'hamburger ancora lì),Ride,9157,9566,55889.3,1428.0,1720,135,,133,,163,,strava_backfill,trimp_hr,7391139567
2022-07-01,Bike / X (Dolomites Gravel Edition!),Ride,8645,13432,36921.1,1287.0,1553,105,,124,,141,,strava_backfill,trimp_hr,7397171821
2022-07-02,Morning Ride,Ride,3877,6928,20664.2,557.0,634,41,,118,,139,,strava_backfill,trimp_hr,7407234230
2022-07-02,Morning Ride,Ride,4220,4511,14338.6,485.0,466,67,,,,99,,strava_backfill,durata,7619180304
2022-07-03,Bike / X (Maratona Dles Dolomites 2022: Griglia Rossa!),Ride,18813,18850,135757.1,4024.0,4966,431,,154,,239,,strava_backfill,trimp_hr,7407270237
2022-07-04,Bike / X (Si torna al lavoro 🥲 ma con la gravel 🤩),Ride,3220,3260,25750.0,28.0,536,38,,123,,92,,strava_backfill,trimp_hr,7412075271
2022-07-05,Bike / X (Poieto Exploration),Ride,4451,5325,19542.7,735.0,786,60,,129,,159,,strava_backfill,trimp_hr,7417233969
2022-07-05,Run / X (Tornare a correre parte 2),Run,2520,2541,8276.2,225.0,608,40,,142,,,,strava_backfill,trimp_hr,7418125154
2022-07-06,Bike / X (Gravvellata ignorante 🥲),Ride,6593,41067,50929.9,420.0,1302,93,,131,,148,,strava_backfill,trimp_hr,7425484874
2022-07-07,"Run / X (It is always hard, but worth it)",Run,3281,3517,11009.8,251.0,789,60,,150,,,,strava_backfill,trimp_hr,7428395166
2022-07-08,"Bike / X (Giro spremuta, spremuto)",Ride,2641,2837,17318.0,353.0,522,40,,134,,172,,strava_backfill,trimp_hr,7433377720
2022-07-09,"Bike / X (Bella la gravel, ma...)",Ride,8056,10298,41024.4,841.0,1376,121,,134,,131,,strava_backfill,trimp_hr,7438519373
2022-07-09,Run / X (Extra 1 h),Run,4065,4274,9530.2,545.0,700,42,,120,,,,strava_backfill,trimp_hr,7440625817
2022-07-10,Bike / X (Green Lago Moro featuring PopX),Ride,14975,17098,109712.4,2488.5,3425,234,,136,,201,,strava_backfill,trimp_hr,7445044627
2022-07-11,Bike / X (Orezzo Km Rosso Valbondione),Ride,9243,42976,83056.7,713.0,1971,133,,132,,188,,strava_backfill,trimp_hr,7452227727
2022-07-12,Evening Ride,Ride,1424,1567,11510.5,80.0,216,16,,121,,128,,strava_backfill,trimp_hr,7457686317
2022-07-12,Bike / X (Cronoscalata Ignorante Ganda 🥉),Ride,1894,1894,9149.5,653.0,675,49,,160,,331,,strava_backfill,trimp_hr,7457688975
2022-07-13,Bike / X (Orezzo - Km Rosso - Gualdi bike - Gallo - Lujo river - Orezzo),Ride,13061,53229,103328.8,1202.0,2591,162,,125,,178,,strava_backfill,trimp_hr,7464241054
